,index,Year,State,D_p,N_p,O_p,R_p,D_s,N_s,O_s,R_s,D_h,O_h,R_h,D_g,O_g,R_g,code
2194,1872,1936,Minnesota,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,MN
2195,1871,1936,Michigan,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,9.0,1.0,0.0,0.0,MI
2196,1870,1936,Massachusetts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,10.0,1.0,0.0,0.0,MA
2197,1869,1936,Maryland,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,,,MD
2198,1868,1936,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,ME
2199,1878,1936,New_Hampshire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,NH
2200,4828,1938,New_Hampshire,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,NH
2201,4849,1938,Wyoming,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,WY
2202,4829,1938,New_Jersey,,,,,0.0,1.0,0.0,0.0,3.0,0.0,11.0,,,,NJ
2203,4830,1938,New_Mexico,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NM
2204,4831,1938,New_York,,,,,1.0,0.0,0.0,0.0,27.0,1.0,21.0,,,,NY
2205,4832,1938,North_Carolina,,,,,1.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,NC
2206,4833,1938,North_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,ND
2207,4834,1938,Ohio,,,,,0.0,0.0,0.0,1.0,9.0,0.0,17.0,0.0,0.0,1.0,OH
2208,4827,1938,Nevada,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NV
2209,4843,1938,Utah,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,UT
2210,4847,1938,West_Virginia,,,,,0.0,1.0,0.0,0.0,5.0,0.0,1.0,,,,WV
2211,4846,1938,Washington,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,WA
2212,4845,1938,Virginia,,,,,0.0,1.0,0.0,0.0,9.0,0.0,0.0,,,,VA
2213,4844,1938,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,VT
2214,4842,1938,Texas,,,,,0.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,TX
2215,4841,1938,Tennessee,,,,,0.0,1.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,TN
2216,4840,1938,South_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,SD
2217,4839,1938,South_Carolina,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,SC
2218,4838,1938,Rhode_Island,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,RI
2219,4826,1938,Nebraska,,,,,0.0,1.0,0.0,0.0,2.0,0.0,4.0,,,,NE
2220,4837,1938,Pennsylvania,,,,,0.0,0.0,0.0,1.0,16.0,0.0,19.0,0.0,0.0,1.0,PA
2221,4848,1938,Wisconsin,,,,,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,WI
2222,4825,1938,Montana,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,MT
2223,4811,1938,Idaho,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ID
2224,4823,1938,Mississippi,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MS
2225,4836,1938,Oregon,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,OR
2226,4800,1938,Alabama,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,AL
2227,4801,1938,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
2228,4802,1938,Arizona,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,AZ
2229,4803,1938,Arkansas,,,,,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,AR
2230,4804,1938,California,,,,,1.0,0.0,0.0,0.0,12.0,0.0,8.0,1.0,0.0,0.0,CA
2231,4805,1938,Colorado,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,CO
2232,4806,1938,Connecticut,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,CT
2233,4807,1938,Delaware,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,DE
2234,4808,1938,Florida,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,FL
2235,4809,1938,Georgia,,,,,1.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,GA
2236,4810,1938,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
2237,4812,1938,Illinois,,,,,1.0,0.0,0.0,0.0,17.0,0.0,10.0,1.0,0.0,0.0,IL
2238,4813,1938,Indiana,,,,,1.0,0.0,0.0,0.0,5.0,0.0,7.0,,,,IN
2239,4814,1938,Iowa,,,,,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,IA
2240,4815,1938,Kansas,,,,,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,KS
2241,4816,1938,Kentucky,,,,,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,KY
2242,4817,1938,Louisiana,,,,,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,LA
2243,4818,1938,Maine,,,,,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,ME
2244,4819,1938,Maryland,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MD
2245,4820,1938,Massachusetts,,,,,0.0,1.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,MA
2246,4821,1938,Michigan,,,,,0.0,1.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,2.0,MI
2247,4822,1938,Minnesota,,,,,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,MN
2248,4824,1938,Missouri,,,,,1.0,0.0,0.0,0.0,12.0,0.0,1.0,,,,MO
2249,4835,1938,Oklahoma,,,,,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,OK
2250,1933,1940,North_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,ND
2251,1948,1940,Wisconsin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,,,,WI
2252,1921,1940,Michigan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,11.0,1.0,0.0,0.0,MI
2253,1920,1940,Massachusetts,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,9.0,,,,MA
2254,1919,1940,Maryland,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,MD
2255,1918,1940,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,ME
2256,1917,1940,Louisiana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,,,,LA
2257,1916,1940,Kentucky,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,,,,KY
2258,1915,1940,Kansas,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,,,,KS
2259,1914,1940,Iowa,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,,,,IA
2260,1913,1940,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,0.0,0.0,IN
2261,1911,1940,Idaho,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,ID
2262,1910,1940,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
2263,1909,1940,Georgia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,GA
2264,1908,1940,Florida,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,FL
2265,1907,1940,Delaware,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,DE
2266,1906,1940,Connecticut,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,CT
2267,1905,1940,Colorado,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,,,,CO
2268,1904,1940,California,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0,,,,CA
2269,1903,1940,Arkansas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,AR
2270,1902,1940,Arizona,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,AZ
2271,1901,1940,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
2272,1900,1940,Alabama,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,,,AL
2273,1922,1940,Minnesota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,,,,MN
2274,1949,1940,Wyoming,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,WY
2275,1923,1940,Mississippi,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,MS
2276,1925,1940,Montana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,MT
2277,1947,1940,West_Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,WV
2278,1946,1940,Washington,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,WA
2279,1945,1940,Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,VA
2280,1944,1940,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,VT
2281,1943,1940,Utah,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,UT
2282,1942,1940,Texas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,TX
2283,1941,1940,Tennessee,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,,,,TN
2284,1940,1940,South_Dakota,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,SD
2285,1939,1940,South_Carolina,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,SC
2286,1938,1940,Rhode_Island,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,RI
2287,1937,1940,Pennsylvania,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,17.0,,,,PA
2288,1936,1940,Oregon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,,,OR
2289,1935,1940,Oklahoma,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,,,,OK
2290,1934,1940,Ohio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,,,,OH
2291,1932,1940,North_Carolina,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,NC
2292,1931,1940,New_York,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,21.0,1.0,0.0,0.0,NY
2293,1930,1940,New_Mexico,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,NM
2294,1929,1940,New_Jersey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,1.0,0.0,0.0,NJ
2295,1928,1940,New_Hampshire,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
2296,1927,1940,Nevada,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,NV
2297,1926,1940,Nebraska,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,NE
2298,1924,1940,Missouri,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,MO
2299,1912,1940,Illinois,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,16.0,0.0,0.0,1.0,IL
2300,4882,1942,North_Carolina,,,,,1.0,0.0,0.0,0.0,12.0,0.0,0.0,,,,NC
2301,4874,1942,Missouri,,,,,0.0,1.0,0.0,0.0,5.0,0.0,8.0,,,,MO
2302,4875,1942,Montana,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,MT
2303,4876,1942,Nebraska,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,NE
2304,4877,1942,Nevada,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,NV
2305,4878,1942,New_Hampshire,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,NH
2306,4879,1942,New_Jersey,,,,,0.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,1.0,NJ
2307,4880,1942,New_Mexico,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,NM
2308,4881,1942,New_York,,,,,0.0,1.0,0.0,0.0,25.0,1.0,23.0,0.0,0.0,1.0,NY
2309,4883,1942,North_Dakota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,ND
2310,4884,1942,Ohio,,,,,0.0,1.0,0.0,0.0,3.0,0.0,20.0,,,,OH
2311,4885,1942,Oklahoma,,,,,0.0,0.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,OK
2312,4886,1942,Oregon,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,OR
2313,4887,1942,Pennsylvania,,,,,0.0,1.0,0.0,0.0,14.0,0.0,22.0,0.0,0.0,1.0,PA
2314,4888,1942,Rhode_Island,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,RI
2315,4889,1942,South_Carolina,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,SC
2316,4890,1942,South_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,SD
2317,4891,1942,Tennessee,,,,,1.0,0.0,0.0,0.0,8.0,0.0,2.0,,,,TN
2318,4892,1942,Texas,,,,,1.0,0.0,0.0,0.0,21.0,0.0,0.0,,,,TX
2319,4893,1942,Utah,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,UT
2320,4894,1942,Vermont,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,VT
2321,4895,1942,Virginia,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,VA
2322,4896,1942,Washington,,,,,0.0,1.0,0.0,0.0,3.0,0.0,3.0,,,,WA
2323,4899,1942,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,WY
2324,4897,1942,West_Virginia,,,,,0.0,0.0,0.0,1.0,3.0,0.0,3.0,,,,WV
2325,4873,1942,Mississippi,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,MS
2326,4871,1942,Michigan,,,,,0.0,0.0,0.0,1.0,5.0,0.0,12.0,0.0,0.0,1.0,MI
2327,4850,1942,Alabama,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,AL
2328,4851,1942,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
2329,4852,1942,Arizona,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,AZ
2330,4853,1942,Arkansas,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,AR
2331,4854,1942,California,,,,,0.0,1.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,1.0,CA
2332,4855,1942,Colorado,,,,,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,CO
2333,4856,1942,Connecticut,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,CT
2334,4857,1942,Delaware,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,DE
2335,4858,1942,Florida,,,,,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,,,FL
2336,4859,1942,Georgia,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,GA
2337,4860,1942,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
2338,4861,1942,Idaho,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,ID
2339,4862,1942,Illinois,,,,,0.0,0.0,0.0,1.0,7.0,0.0,20.0,,,,IL
2340,4863,1942,Indiana,,,,,0.0,1.0,0.0,0.0,2.0,0.0,9.0,,,,IN
2341,4864,1942,Iowa,,,,,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,IA
2342,4865,1942,Kansas,,,,,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,KS
2343,4866,1942,Kentucky,,,,,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,KY
2344,4867,1942,Louisiana,,,,,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,LA
2345,4868,1942,Maine,,,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,ME
2346,4869,1942,Maryland,,,,,0.0,1.0,0.0,0.0,4.0,0.0,2.0,,,,MD
2347,4870,1942,Massachusetts,,,,,0.0,0.0,0.0,1.0,4.0,0.0,10.0,,,,MA
2348,4872,1942,Minnesota,,,,,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,MN
2349,4898,1942,Wisconsin,,,,,0.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,WI
2350,1951,1944,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
2351,1950,1944,Alabama,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,AL
2352,1980,1944,New_Mexico,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,NM
2353,1981,1944,New_York,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,22.0,,,,NY
2354,1986,1944,Oregon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,,,,OR
2355,1985,1944,Oklahoma,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,,,,OK
2356,1984,1944,Ohio,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,17.0,1.0,0.0,0.0,OH
2357,1983,1944,North_Dakota,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,ND
2358,1982,1944,North_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,NC
2359,1963,1944,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,IN
2360,1979,1944,New_Jersey,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0,,,,NJ
2361,1978,1944,New_Hampshire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,NH
2362,1977,1944,Nevada,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NV
2363,1987,1944,Pennsylvania,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,19.0,,,,PA
2364,1976,1944,Nebraska,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,,,NE
2365,1974,1944,Missouri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,1.0,0.0,0.0,MO
2366,1973,1944,Mississippi,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MS
2367,1972,1944,Minnesota,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,,,,MN
2368,1971,1944,Michigan,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0,,,,MI
2369,1970,1944,Massachusetts,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,0.0,MA
2370,1969,1944,Maryland,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,,,,MD
2371,1968,1944,Maine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,ME
2372,1967,1944,Louisiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,LA
2373,1966,1944,Kentucky,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,,,,KY
2374,1975,1944,Montana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,,,,MT
2375,1965,1944,Kansas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,KS
2376,1988,1944,Rhode_Island,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,RI
2377,1990,1944,South_Dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,SD
2378,1952,1944,Arizona,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,AZ
2379,1953,1944,Arkansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,AR
2380,1954,1944,California,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,7.0,,,,CA
2381,1955,1944,Colorado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,CO
2382,1956,1944,Connecticut,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,CT
2383,1957,1944,Delaware,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,DE
2384,1958,1944,Florida,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,FL
2385,1959,1944,Georgia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,,,,GA
2386,1960,1944,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
2387,1989,1944,South_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,SC
2388,1961,1944,Idaho,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,ID
2389,1999,1944,Wyoming,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,WY
2390,1998,1944,Wisconsin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,,,,WI
2391,1997,1944,West_Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,WV
2392,1996,1944,Washington,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,WA
2393,1995,1944,Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,VA
2394,1994,1944,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,VT
2395,1993,1944,Utah,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,UT
2396,1992,1944,Texas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,,,,TX
2397,1991,1944,Tennessee,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,TN
2398,1962,1944,Illinois,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,16.0,,,,IL
2399,1964,1944,Iowa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,IA
2400,4909,1946,Georgia,,,,,0.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,GA
2401,4913,1946,Indiana,,,,,0.0,0.0,0.0,1.0,2.0,0.0,10.0,,,,IN
2402,4912,1946,Illinois,,,,,0.0,1.0,0.0,0.0,6.0,0.0,20.0,,,,IL
2403,4900,1946,Alabama,,,,,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,AL
2404,4901,1946,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
2405,4902,1946,Arizona,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,AZ
2406,4903,1946,Arkansas,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,,AR
2407,4904,1946,California,,,,,0.0,0.0,0.0,1.0,9.0,0.0,14.0,,,,CA
2408,4911,1946,Idaho,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,ID
2409,4906,1946,Connecticut,,,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,CT
2410,4907,1946,Delaware,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,DE
2411,4908,1946,Florida,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,FL
2412,4910,1946,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
2413,4905,1946,Colorado,,,,,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,CO
2414,4915,1946,Kansas,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,KS
2415,4917,1946,Louisiana,,,,,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,LA
