,index,Year,State,D_p,N_p,O_p,R_p,D_s,N_s,O_s,R_s,D_h,O_h,R_h,D_g,O_g,R_g,code
1974,1763,1928,Indiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,1.0,IN
1975,1774,1928,Missouri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,0.0,1.0,MO
1976,1750,1928,Alabama,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,,,AL
1977,1751,1928,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
1978,1752,1928,Arizona,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,AZ
1979,1753,1928,Arkansas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,,,,AR
1980,1754,1928,California,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,,,,CA
1981,1755,1928,Colorado,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,,,,CO
1982,1756,1928,Connecticut,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,,,CT
1983,1757,1928,Delaware,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,DE
1984,1758,1928,Florida,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,FL
1985,1759,1928,Georgia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,,,,GA
1986,1760,1928,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
1987,1761,1928,Idaho,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,ID
1988,1762,1928,Illinois,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,1.0,IL
1989,1764,1928,Iowa,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,,,,IA
1990,1765,1928,Kansas,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,KS
1991,1766,1928,Kentucky,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,9.0,,,,KY
1992,1767,1928,Louisiana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,,,,LA
1993,1768,1928,Maine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,ME
1994,1769,1928,Maryland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,,,,MD
1995,1770,1928,Massachusetts,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,1.0,MA
1996,1771,1928,Michigan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,,,,MI
1997,1772,1928,Minnesota,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,,,,MN
1998,1773,1928,Mississippi,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,MS
1999,1775,1928,Montana,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,MT
2000,4748,1930,Wisconsin,,,,,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,WI
2001,4732,1930,North_Carolina,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,NC
2002,4733,1930,North_Dakota,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,ND
2003,4724,1930,Missouri,,,,,0.0,1.0,0.0,0.0,12.0,0.0,4.0,,,,MO
2004,4723,1930,Mississippi,,,,,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,MS
2005,4722,1930,Minnesota,,,,,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,MN
2006,4721,1930,Michigan,,,,,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,1.0,MI
2007,4720,1930,Massachusetts,,,,,1.0,0.0,0.0,0.0,4.0,0.0,12.0,1.0,0.0,0.0,MA
2008,4719,1930,Maryland,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,,MD
2009,4718,1930,Maine,,,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,,ME
2010,4725,1930,Montana,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,MT
2011,4717,1930,Louisiana,,,,,1.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,LA
2012,4715,1930,Kansas,,,,,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,KS
2013,4714,1930,Iowa,,,,,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,IA
2014,4713,1930,Indiana,,,,,0.0,1.0,0.0,0.0,9.0,0.0,4.0,,,,IN
2015,4712,1930,Illinois,,,,,1.0,0.0,0.0,0.0,13.0,0.0,15.0,,,,IL
2016,4711,1930,Idaho,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,ID
2017,4710,1930,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
2018,4709,1930,Georgia,,,,,1.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,GA
2019,4716,1930,Kentucky,,,,,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,KY
2020,4726,1930,Nebraska,,,,,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,NE
2021,4727,1930,Nevada,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,NV
2022,4728,1930,New_Hampshire,,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,NH
2023,4747,1930,West_Virginia,,,,,1.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,WV
2024,4746,1930,Washington,,,,,0.0,1.0,0.0,0.0,1.0,0.0,4.0,,,,WA
2025,4745,1930,Virginia,,,,,1.0,0.0,0.0,0.0,10.0,0.0,1.0,,,,VA
2026,4744,1930,Vermont,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,VT
2027,4743,1930,Utah,,,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,UT
2028,4742,1930,Texas,,,,,1.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0,TX
2029,4741,1930,Tennessee,,,,,1.0,0.0,0.0,0.0,9.0,0.0,2.0,,,,TN
2030,4740,1930,South_Dakota,,,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,SD
2031,4739,1930,South_Carolina,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,SC
2032,4738,1930,Rhode_Island,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,,,RI
2033,4737,1930,Pennsylvania,,,,,0.0,1.0,0.0,0.0,3.0,0.0,37.0,0.0,0.0,1.0,PA
2034,4736,1930,Oregon,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,OR
2035,4735,1930,Oklahoma,,,,,1.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,OK
2036,4734,1930,Ohio,,,,,0.0,1.0,0.0,0.0,10.0,0.0,14.0,1.0,0.0,0.0,OH
2037,4731,1930,New_York,,,,,0.0,1.0,0.0,0.0,23.0,0.0,20.0,,,,NY
2038,4730,1930,New_Mexico,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NM
2039,4729,1930,New_Jersey,,,,,0.0,0.0,0.0,1.0,4.0,0.0,9.0,1.0,0.0,0.0,NJ
2040,4708,1930,Florida,,,,,0.0,1.0,0.0,0.0,4.0,0.0,0.0,,,,FL
2041,4707,1930,Delaware,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,DE
2042,4705,1930,Colorado,,,,,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,,,CO
2043,4704,1930,California,,,,,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,CA
2044,4703,1930,Arkansas,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,AR
2045,4702,1930,Arizona,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,AZ
2046,4701,1930,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
2047,4700,1930,Alabama,,,,,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,AL
2048,4749,1930,Wyoming,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,WY
2049,4706,1930,Connecticut,,,,,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,CT
2050,1829,1932,New_Jersey,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,10.0,,,,NJ
2051,1828,1932,New_Hampshire,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,NH
2052,1827,1932,Nevada,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,NV
2053,1826,1932,Nebraska,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,,,NE
2054,1825,1932,Montana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,MT
2055,1824,1932,Missouri,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,MO
2056,1823,1932,Mississippi,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,,MS
2057,1820,1932,Massachusetts,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,,,,MA
2058,1821,1932,Michigan,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,7.0,1.0,0.0,0.0,MI
2059,1830,1932,New_Mexico,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NM
2060,1819,1932,Maryland,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,MD
2061,1818,1932,Maine,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,ME
2062,1817,1932,Louisiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,LA
2063,1816,1932,Kentucky,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,KY
2064,1822,1932,Minnesota,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,,,,MN
2065,1831,1932,New_York,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,18.0,1.0,0.0,0.0,NY
2066,1834,1932,Ohio,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,6.0,,,,OH
2067,1833,1932,North_Dakota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,ND
2068,1849,1932,Wyoming,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,WY
2069,1848,1932,Wisconsin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,WI
2070,1847,1932,West_Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,WV
2071,1846,1932,Washington,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,WA
2072,1845,1932,Virginia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,VA
2073,1844,1932,Vermont,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,VT
2074,1843,1932,Utah,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,UT
2075,1832,1932,North_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,NC
2076,1842,1932,Texas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,TX
2077,1840,1932,South_Dakota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,SD
2078,1839,1932,South_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,SC
2079,1838,1932,Rhode_Island,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,RI
2080,1837,1932,Pennsylvania,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,23.0,,,,PA
2081,1836,1932,Oregon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,OR
2082,1835,1932,Oklahoma,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,OK
2083,1814,1932,Iowa,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,IA
2084,1841,1932,Tennessee,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,TN
2085,1813,1932,Indiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,IN
2086,1815,1932,Kansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,KS
2087,1811,1932,Idaho,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,ID
2088,1812,1932,Illinois,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,8.0,1.0,0.0,0.0,IL
2089,1800,1932,Alabama,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,AL
2090,1801,1932,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
2091,1803,1932,Arkansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,AR
2092,1804,1932,California,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,1.0,CA
2093,1802,1932,Arizona,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,AZ
2094,1806,1932,Connecticut,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,CT
2095,1807,1932,Delaware,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,DE
2096,1808,1932,Florida,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,FL
2097,1809,1932,Georgia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,GA
2098,1810,1932,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
2099,1805,1932,Colorado,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,CO
2100,4784,1934,Ohio,,,,,1.0,0.0,0.0,0.0,20.0,0.0,6.0,1.0,0.0,0.0,OH
2101,4753,1934,Arkansas,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,,AR
2102,4752,1934,Arizona,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,AZ
2103,4751,1934,Alaska,,,,,0.0,1.0,0.0,0.0,,,,,,,AK
2104,4750,1934,Alabama,,,,,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,AL
2105,4783,1934,North_Dakota,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,ND
2106,4777,1934,Nevada,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,NV
2107,4781,1934,New_York,,,,,1.0,0.0,0.0,0.0,31.0,0.0,16.0,,,,NY
2108,4780,1934,New_Mexico,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,NM
2109,4779,1934,New_Jersey,,,,,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,3.0,NJ
2110,4778,1934,New_Hampshire,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,NH
2111,4754,1934,California,,,,,0.0,0.0,0.0,1.0,13.0,0.0,7.0,,,,CA
2112,4776,1934,Nebraska,,,,,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,NE
2113,4775,1934,Montana,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,MT
2114,4782,1934,North_Carolina,,,,,0.0,1.0,0.0,0.0,11.0,0.0,0.0,,,,NC
2115,4755,1934,Colorado,,,,,0.0,1.0,0.0,0.0,4.0,0.0,0.0,,,,CO
2116,4762,1934,Illinois,,,,,0.0,1.0,0.0,0.0,21.0,0.0,6.0,,,,IL
2117,4757,1934,Delaware,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,DE
2118,4772,1934,Minnesota,,,,,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,MN
2119,4771,1934,Michigan,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,0.0,1.0,MI
2120,4770,1934,Massachusetts,,,,,1.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,MA
2121,4769,1934,Maryland,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,MD
2122,4773,1934,Mississippi,,,,,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,MS
2123,4768,1934,Maine,,,,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,ME
2124,4767,1934,Louisiana,,,,,0.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,LA
2125,4766,1934,Kentucky,,,,,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,KY
2126,4765,1934,Kansas,,,,,0.0,1.0,0.0,0.0,3.0,0.0,4.0,,,,KS
2127,4764,1934,Iowa,,,,,0.0,1.0,0.0,0.0,6.0,0.0,3.0,,,,IA
2128,4763,1934,Indiana,,,,,1.0,0.0,0.0,0.0,11.0,0.0,1.0,,,,IN
2129,4761,1934,Idaho,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,ID
2130,4760,1934,Hawaii,,,,,0.0,1.0,0.0,0.0,,,,,,,HI
2131,4759,1934,Georgia,,,,,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,,,GA
2132,4758,1934,Florida,,,,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,FL
2133,4756,1934,Connecticut,,,,,1.0,0.0,0.0,0.0,4.0,0.0,2.0,,,,CT
2134,4774,1934,Missouri,,,,,1.0,0.0,0.0,0.0,12.0,0.0,1.0,,,,MO
2135,4785,1934,Oklahoma,,,,,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,OK
2136,4794,1934,Vermont,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,VT
2137,4787,1934,Pennsylvania,,,,,1.0,0.0,0.0,0.0,23.0,0.0,11.0,1.0,0.0,0.0,PA
2138,4788,1934,Rhode_Island,,,,,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,RI
2139,4789,1934,South_Carolina,,,,,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,SC
2140,4790,1934,South_Dakota,,,,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,SD
2141,4792,1934,Texas,,,,,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,TX
2142,4793,1934,Utah,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,UT
2143,4791,1934,Tennessee,,,,,1.0,0.0,0.0,0.0,7.0,0.0,2.0,,,,TN
2144,4796,1934,Washington,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,WA
2145,4797,1934,West_Virginia,,,,,1.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,WV
2146,4798,1934,Wisconsin,,,,,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,WI
2147,4799,1934,Wyoming,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,WY
2148,4786,1934,Oregon,,,,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,OR
2149,4795,1934,Virginia,,,,,1.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,VA
2150,1891,1936,Tennessee,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,TN
2151,1885,1936,Oklahoma,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,OK
2152,1886,1936,Oregon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,OR
2153,1887,1936,Pennsylvania,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,8.0,,,,PA
2154,1888,1936,Rhode_Island,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,RI
2155,1889,1936,South_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,SC
2156,1890,1936,South_Dakota,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,SD
2157,1892,1936,Texas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,,,,TX
2158,1899,1936,Wyoming,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,WY
2159,1894,1936,Vermont,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,VT
2160,1895,1936,Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,VA
2161,1896,1936,Washington,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,,,WA
2162,1897,1936,West_Virginia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,WV
2163,1898,1936,Wisconsin,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,,,,WI
2164,1884,1936,Ohio,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,3.0,,,,OH
2165,1850,1936,Alabama,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,AL
2166,1893,1936,Utah,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,UT
2167,1883,1936,North_Dakota,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,ND
2168,1851,1936,Alaska,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,AK
2169,1881,1936,New_York,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,19.0,,,,NY
2170,1853,1936,Arkansas,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,AR
2171,1852,1936,Arizona,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,AZ
2172,1882,1936,North_Carolina,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,NC
2173,1854,1936,California,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,4.0,,,,CA
2174,1855,1936,Colorado,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,CO
2175,1857,1936,Delaware,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,DE
2176,1858,1936,Florida,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,FL
2177,1859,1936,Georgia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,GA
2178,1860,1936,Hawaii,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,HI
2179,1861,1936,Idaho,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,ID
2180,1862,1936,Illinois,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,6.0,,,,IL
2181,1863,1936,Indiana,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,IN
2182,1864,1936,Iowa,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,IA
2183,1865,1936,Kansas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,KS
2184,1856,1936,Connecticut,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,,,,CT
2185,1867,1936,Louisiana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,LA
2186,1879,1936,New_Jersey,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,NJ
2187,1866,1936,Kentucky,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,,,,KY
2188,1880,1936,New_Mexico,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,NM
2189,1877,1936,Nevada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,NV
2190,1875,1936,Montana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,MT
2191,1874,1936,Missouri,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,MO
2192,1876,1936,Nebraska,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,,,,NE
2193,1873,1936,Mississippi,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,MS
